course status	course_dept	course_id	course_time	number_seats	open_seats	course_name	instructor	discussion_time
in person	BSCI	BSCI464	MW 3:00pm 4:15pm	14	14	Microbial Ecology	Charles Delwiche	
in person	BSCI	BSCI467	MWF 1:00pm 1:50pm	24	24	Freshwater Biology	William Lamp	W 2:00pm 4:50pm
in person	BSCI	BSCI467	MWF 1:00pm 1:50pm	24	24	Freshwater Biology	William Lamp	Th 2:00pm 4:50pm
in person	BSCI	BSCI475	TuTh 12:30pm 1:45pm	25	25	Sexual Selection in Nature	Heidi Fisher	
in person	BSCI	BSCI481	F 10:00am 10:50am	30	30	Insect Diversity and Classification	Jeffrey Shultz	M 10:00am 1:00pm
in person	BSCI	BSCI482	TuTh 11:00am 12:15pm	20	20	Insect Physiology and Molecular Biology	Jian Wang	Tu 2:00pm 5:00pm
in person	BSCI	BSCI483	MW 9:00am 9:50am	24	24	Insects, Pathogens, and Public Health	Megan Fritz	F 9:00am 9:50am
in person	BSCI	BSCI483	MW 9:00am 9:50am	24	24	Insects, Pathogens, and Public Health	Megan Fritz	F 10:00am 10:50am
in person	BSCI	BSCI497	TuTh 9:30am 10:44am	24	24	Insect Pests of Ornamentals and Turf	Karin Burghardt	F 2:00pm 5:00pm
online	BSCI	BSCI300	F 9:30am 10:20am	50	50	Strategies for Success	Annie Foster Ahmed	
online	BSCI	BSCI348I	F 5:00pm 8:00pm	10	10	Special Topics in Cell Biology and Molecular Genetics; Infectious Disease Process	Volker Briken	
online	BSCI	BSCI414	TuTh 9:30am 10:45am	50	50	Recombinant DNA Laboratory	Instructor: TBA	F 1:00pm 5:00pm
online	BSCI	BSCI422	TuTh 11:00am 12:15pm	40	40	Principles of Immunology	Gregory Simon	
online	BSCI	BSCI440	MWF 9:30am 10:45am	40	40	Mammalian Physiology	David Sandstrom	
online	BSCI	BSCI471		25	25	Molecular Evolution	Michael Cummings	
blended	BSCI	BSCI330	TuTh 11:00am 12:15pm	25	25	Cell Biology and Physiology	David Sandstrom,Hadiya Woodham	Th 2:00pm 4:50pm
blended	BSCI	BSCI330	TuTh 11:00am 12:15pm	25	25	Cell Biology and Physiology	David Sandstrom,Hadiya Woodham	Tu 2:00pm 4:50pm
online	BSCV	BSCV181	M 2:00pm 3:45pm	27	27	Civicus Student and the University	Julie Randolph	
online	BSCV	BSCV181	M 4:00pm 5:45pm	26	26	Civicus Student and the University	Julie Randolph	
online	BSCV	BSCV301	TuTh 11:00am 12:15pm	25	25	Leadership in a Multicultural Society	Julie Randolph	
online	BSCV	BSCV301	TuTh 12:30pm 1:45pm	25	25	Leadership in a Multicultural Society	Nicole Mehta	
blended	BSCV	BSCV191	TuTh 9:30am 10:45am	27	27	Introduction to Civicus	Korey Rothman	
blended	BSCV	BSCV191	TuTh 2:00pm 3:15pm	27	27	Introduction to Civicus	Korey Rothman	
in person	BSGC	BSGC100	Tu 9:30am 10:45am	22	22	The Student in the University: Global Communities	Jamila Aswad	
in person	BSGC	BSGC100	Tu 11:00am 12:15pm	22	22	The Student in the University: Global Communities	Natalie Vinski Ibrahim	
in person	BSGC	BSGC100	Tu 2:00pm 3:15pm	22	22	The Student in the University: Global Communities	Sydnee Garcia	
in person	BSGC	BSGC101	Tu 3:30pm 4:45pm	22	22	Globalization	Virginia Haufler	Th 9:30am 10:45am
in person	BSGC	BSGC101	Tu 3:30pm 4:45pm	22	22	Globalization	Virginia Haufler	Th 11:00am 12:15pm
in person	BSGC	BSGC101	Tu 3:30pm 4:45pm	22	22	Globalization	Virginia Haufler	Th 2:00pm 3:15pm
blended	BSGC	BSGC399		10	10	Topical Investigations in Global Communities	Virginia Haufler	
in person	BSOS	BSOS201	F 1:00pm 4:00pm	124	124	Ensuring your Financial Future Through Stock Investing	David McCandlish,Eric Wish	
online	BSOS	BSOS355		30	30	Social Sciences Internship Practicum	Kathryn Hopps	
in person	BSST	BSST240	TuTh 4:30pm 5:45pm	18	18	Understanding The Principles and Perils of CBRN Weapons	Steve Sin	
in person	BSST	BSST241	F 10:00am 12:30pm	18	18	Understanding the Principles and Perils of CBRN Weapons (Lab)	Steve Sin	
in person	BSST	BSST288R	M 4:00pm 6:30pm	5	5	Special Topics in Terrorism Studies; Global Terrorism in the Twentieth and Twenty-First Century	Howard Smead	
in person	BSST	BSST330	M 2:00pm 4:45pm	40	40	Terrorism Studies	Thomas Guarrieri	
in person	BSST	BSST330	M 2:00pm 4:45pm	5	5	Terrorism Studies	Thomas Guarrieri	
in person	BSST	BSST335	W 2:00pm 4:45pm	40	40	Innovations in Countering Violent Extremism	Thomas Guarrieri	
in person	BSST	BSST338C	Tu 2:00pm 4:30pm	35	35	Special Topics in Terrorism Studies; The Hostage Negotiator: Crisis Communication Skills	Edward Pallas	
in person	BSST	BSST340	MW 6:00pm 7:15pm	20	20	Oral Communication for National Security Careers	Holly Roberts	
online	BSST	BSST386		35	35	Experiential Learning in Terrorism Studies	Eva Coll	
online	BSST	BSST630	Tu 6:00pm 8:30pm	35	35	Motivations and Intents of Terrorists and Terrorist Groups	Samuel Henkin	
online	BSST	BSST634	M 7:00pm 8:30pm	30	30	Legal and Criminal Approaches to Counterterrorism	Jeffrey Davis	
online	BSST	BSST635	W 6:00pm 8:30pm	30	30	Countering Violent Extremism: Policy and Practice	Bryan Arva	
blended	BSST	BSST334	Tu 12:30pm 1:45pm	40	40	States of Emergency	Joseph Oudin	Th 12:30pm 1:45pm
blended	BSST	BSST334	Tu 12:30pm 1:45pm	40	40	States of Emergency	Joseph Oudin	Th 2:00pm 3:15pm
blended	BSST	BSST334	Tu 12:30pm 1:45pm	40	40	States of Emergency	Joseph Oudin	Th 3:30pm 4:45pm
in person	BUAC	BUAC707	TuTh 12:00pm 1:50pm	0	0	Financial Statement Analysis for Accountants and Auditors	Nick Seybert	
in person	BUAC	BUAC707	TuTh 2:00pm 3:50pm	0	0	Financial Statement Analysis for Accountants and Auditors	Nick Seybert	
in person	BUAC	BUAC710	TuTh 2:00pm 3:50pm	0	0	Advanced Managerial Accounting and Control Systems	Sebahattin Demirkan	
in person	BUAC	BUAC710	TuTh 10:00am 11:50am	0	0	Advanced Managerial Accounting and Control Systems	Sebahattin Demirkan	
in person	BUAC	BUAC712	MW 10:00am 11:50am	0	0	Business Communications for Accountants and Auditors	Samuel Handwerger	
in person	BUAC	BUAC712	MW 8:00am 9:50am	0	0	Business Communications for Accountants and Auditors	Samuel Handwerger	
in person	BUAC	BUAC716	TuTh 4:00pm 5:50pm	0	0	Auditing Automation and Analytics	Instructor: TBA	
in person	BUAC	BUAC721	TuTh 6:00pm 7:50pm	0	0	Business Law for Managers	Jon Crocker	
in person	BUAC	BUAC722	TuTh 4:00pm 5:50pm	0	0	Applied Research for Accounting and Auditing	Instructor: TBA	
in person	BUAC	BUAC732	MW 12:00pm 1:50pm	0	0	Intermediate Accounting II	Stephen Brown	
in person	BUAC	BUAC740	MW 12:00pm 1:50pm	0	0	Data Driven Decision Making	Instructor: TBA	
in person	BUAC	BUAC740	MW 2:00pm 3:50pm	0	0	Data Driven Decision Making	Instructor: TBA	
in person	BUAC	BUAC758E	TuTh 4:00pm 5:50pm	60	60	Special Topics in Accounting and Information Assurance; Auditing Automation and Analytics	James McKinney	
in person	BUAC	BUAC772	TuTh 6:00pm 7:50pm	0	0	Database Management and State and Local Taxation	Instructor: TBA	
online	BUAC	BUAC752	MW 6:00pm 7:50pm	60	60	Internal Auditing I: Assurance and Consulting Services	Elizabeth Folsom,Alan Siegfried	
online	BUAC	BUAC756	MW 2:00pm 3:50pm	45	45	Informtion Security, Audit and Control	David Sites	
online	BUAC	BUAC762	MW 4:00pm 5:50pm	50	50	Tax I: Taxation of Individuals & Forecasting Analytics	Leslie Mostow	
blended	BUAC	BUAC758D	TuTh 6:00pm 7:50pm	40	40	Special Topics in Accounting and Information Assurance; Tax VI: State and Local Taxation	Jeffrey Milton	
blended	BUAC	BUAC758S	TuTh 12:00pm 1:50pm	60	60	Special Topics in Accounting and Information Assurance; Systems for Data Analysis	Woei-Jyh Lee	
blended	BUAC	BUAC764	MW 10:00am 11:50am	50	50	Tax II: Taxation of Corporations & Other Entities	Jeffrey Milton	
in person	BUDT	BUDT700	Th 7:00pm 8:50pm	0	0	Business Communication	Instructor: TBA	
in person	BUDT	BUDT700	Th 7:00pm 8:50pm	0	0	Business Communication	Instructor: TBA	
in person	BUDT	BUDT703	TuTh 9:30am 10:45am	0	0	Database Management Systems	Instructor: TBA	
in person	BUDT	BUDT703	TuTh 8:00am 9:15am	0	0	Database Management Systems	Instructor: TBA	
in person	BUDT	BUDT703	MW 2:00pm 3:15pm	0	0	Database Management Systems	Instructor: TBA	
in person	BUDT	BUDT703	MW 3:30pm 4:45pm	0	0	Database Management Systems	Instructor: TBA	
in person	BUDT	BUDT704	TuTh 6:30pm 7:45pm	0	0	Data Processing and Analysis in Python	Instructor: TBA	
in person	BUDT	BUDT704	TuTh 5:00pm 6:15pm	0	0	Data Processing and Analysis in Python	Instructor: TBA	
in person	BUDT	BUDT704	TuTh 9:30am 10:45am	0	0	Data Processing and Analysis in Python	Instructor: TBA	
in person	BUDT	BUDT704	TuTh 8:00am 9:15am	0	0	Data Processing and Analysis in Python	Instructor: TBA	
in person	BUDT	BUDT721	TuTh 4:00pm 5:50pm	0	0	Digital Transformation in Business	Instructor: TBA	
in person	BUDT	BUDT721	TuTh 2:00pm 3:50pm	0	0	Digital Transformation in Business	Instructor: TBA	
in person	BUDT	BUDT722	MW 2:00pm 3:50pm	0	0	Managing Digital Business Markets	Instructor: TBA	
in person	BUDT	BUDT722	MW 4:00pm 5:50pm	0	0	Managing Digital Business Markets	Instructor: TBA	
in person	BUDT	BUDT730	MW 11:00am 12:15pm	0	0	Data Models and Decisions	Instructor: TBA	
in person	BUDT	BUDT730		0	0	Data Models and Decisions	Instructor: TBA	
in person	BUDT	BUDT730	Tu 11:00am 1:45pm	0	0	Data Models and Decisions	Instructor: TBA	
in person	BUDT	BUDT730	Th 11:00am 1:45pm	0	0	Data Models and Decisions	Instructor: TBA	
in person	BUDT	BUDT732	TuTh 9:30am 10:45am	0	0	Decision Analytics	Instructor: TBA	
in person	BUDT	BUDT732	MW 3:30pm 4:45pm	0	0	Decision Analytics	Instructor: TBA	
in person	BUDT	BUDT732	TuTh 2:00pm 3:15pm	0	0	Decision Analytics	Instructor: TBA	
in person	BUDT	BUDT737	TuTh 3:30pm 4:45pm	0	0	Big Data and Artificial Intelligence for Business	Instructor: TBA	
in person	BUDT	BUDT740	MW 11:00am 12:15pm	0	0	Management of Information Systems	Instructor: TBA	
in person	BUDT	BUDT758I	M 5:00pm 7:40pm	0	0	Special Topics in Decision, Operations and Information Technologies; Applied Finance Information Systems	Instructor: TBA	
in person	BUDT	BUDT758L	MW 11:00am 12:15pm	0	0	Special Topics in Decision, Operations and Information Technologies; Price Optimization & Revenue Management	Yi Xu	
in person	BUDT	BUDT758M	W 5:00pm 7:40pm	0	0	Special Topics in Decision, Operations and Information Technologies; Healthcare Information Systems	Melvin Seale	
in person	BUDT	BUDT758W	W 7:00pm 9:40pm	0	0	Special Topics in Decision, Operations and Information Technologies; Capstone Project in Business Analytics	Suresh Acharya	
in person	BUFN	BUFN610	TuTh 10:00am 11:50am	0	0	Financial Management	Liu Yang	
in person	BUFN	BUFN610		0	0	Financial Management	Liu Yang	
in person	BUFN	BUFN620	TuTh 4:00pm 5:50pm	0	0	Capital Markets	Sarah Kroncke	
in person	BUFN	BUFN640	MW 10:00am 11:50am	0	0	Financial Data Analytics	Serhiy Kozak	
in person	BUFN	BUFN640	MW 12:00pm 1:50pm	0	0	Financial Data Analytics	Serhiy Kozak	
in person	BUFN	BUFN650	MW 10:00am 11:50am	0	0	Machine Learning in Finance	Serhiy Kozak	
in person	BUFN	BUFN650	MW 12:00pm 1:50pm	0	0	Machine Learning in Finance	Instructor: TBA	
in person	BUFN	BUFN712	MW 12:00pm 1:50pm	0	0	Financial Restructuring	James Seward	
in person	BUFN	BUFN721	MW 2:00pm 3:50pm	0	0	International Investment	Vojislav Maksimovic	
in person	BUFN	BUFN730	TuTh 2:00pm 3:50pm	0	0	Advanced Financial Modeling and Equity Analysis	Sarah Kroncke	
in person	BUFN	BUFN734	TuTh 2:00pm 3:50pm	0	0	Portfolio Management	Mark Loewenstein	
in person	BUFN	BUFN734	TuTh 4:00pm 5:50pm	0	0	Portfolio Management	Mark Loewenstein	
in person	BUFN	BUFN741	MW 2:00pm 3:50pm	0	0	Advanced Capital Markets	Kenneth Fuller	
in person	BUFN	BUFN742	TuTh 12:00pm 1:50pm	0	0	Financial Engineering	Clifford Rossi	
in person	BUFN	BUFN744	M 6:25pm 10:00pm	0	0	Fixed Income Derivatives	Haluk Unal	
in person	BUFN	BUFN744	Tu 6:25pm 10:00pm	0	0	Fixed Income Derivatives	Haluk Unal	
in person	BUFN	BUFN746	TuTh 10:00am 11:50am	0	0	Enterprise and Credit Risk Management	Clifford Rossi	
in person	BUFN	BUFN758A	M 6:25pm 10:00pm	0	0	Special Topics in Finance; Text Mining for Economics and Finance	Paul Soto	
in person	BUFN	BUFN758A	Tu 6:25pm 10:00pm	0	0	Special Topics in Finance; Text Mining for Economics and Finance	Paul Soto	
online	BUFN	BUFN610	M 7:00pm 8:30pm	0	0	Financial Management	Instructor: TBA	
online	BUFN	BUFN610	M 8:45pm 10:15pm	25	25	Financial Management	Instructor: TBA	
online	BUFN	BUFN620	M 7:00pm 8:30pm	0	0	Capital Markets	Instructor: TBA	
online	BUFN	BUFN640	W 8:45pm 10:15pm	0	0	Financial Data Analytics	Instructor: TBA	
online	BUFN	BUFN640	W 7:00pm 8:30pm	0	0	Financial Data Analytics	Instructor: TBA	
online	BUFN	BUFN650	W 8:45pm 10:15pm	0	0	Machine Learning in Finance	Instructor: TBA	
online	BUFN	BUFN650	W 7:00pm 8:30pm	0	0	Machine Learning in Finance	Instructor: TBA	
online	BUFN	BUFN741	M 8:45pm 10:15pm	0	0	Advanced Capital Markets	Instructor: TBA	
in person	BULM	BULM700	MW 10:00am 11:50am	0	0	Business Fundamentals for Supply Chain Managers I	Humberto Coronado	
in person	BULM	BULM701	MW 10:00am 11:50am	0	0	Business Fundamentals for Supply Chain Managers II	Humberto Coronado	
in person	BULM	BULM710	TuTh 2:00pm 3:50pm	0	0	Data Driven Decision Making I	Maria Bardossy	
in person	BULM	BULM711	TuTh 2:00pm 3:50pm	0	0	Data Driven Decision Making II	Maria Bardossy	
in person	BULM	BULM721	TuTh 10:00am 11:50am	0	0	Global Supply Chain Management	Adams Steven	
in person	BULM	BULM732	MW 2:00pm 3:50pm	0	0	Networks and Influence	Brodie Riordan	
in person	BULM	BULM742	MW 4:00pm 5:50pm	0	0	Global Supply Chain Resources Planning	Philip Evers	
in person	BULM	BULM750	M 6:25pm 10:00pm	0	0	Lean Sigma for Supply Chain I	Jewelyn Harrington	
in person	BULM	BULM751	M 6:25pm 10:00pm	0	0	Lean Sigma for the Supply Chain II	Jewelyn Harrington	
in person	BULM	BULM756	MW 2:00pm 3:50pm	0	0	Supply Chain Strategy	Martin Dresner	
online	BULM	BULM700	M 7:00pm 8:30pm	0	0	Business Fundamentals for Supply Chain Managers I	Instructor: TBA	
online	BULM	BULM701	M 7:00pm 8:30pm	0	0	Business Fundamentals for Supply Chain Managers II	Instructor: TBA	
online	BULM	BULM721	W 7:00pm 8:30pm	0	0	Global Supply Chain Management	Instructor: TBA	
online	BULM	BULM742	W 7:00pm 8:30pm	0	0	Global Supply Chain Resources Planning	Instructor: TBA	
in person	BUMK	BUMK720	TuTh 3:30pm 4:45pm	0	0	Marketing Strategy	Judy Frels	
in person	BUMK	BUMK726	TuTh 2:00pm 3:15pm	0	0	Statistical Programming for Customer Analytics	Lingling Zhang	
in person	BUMK	BUMK742	W 7:00pm 9:40pm	0	0	Advanced Marketing Analytics	Michel Wedel	
in person	BUMK	BUMK742	W 7:00pm 9:40pm	0	0	Advanced Marketing Analytics	Instructor: TBA	
in person	BUMK	BUMK760	Tu 6:00pm 7:50pm	0	0	Business Policies and Ethics	Amna Kirmani	
in person	BUMK	BUMK762	M 4:00pm 5:50pm	0	0	Business Communication I	Christine Schaaf	
in person	BUMK	BUMK762	W 4:00pm 5:50pm	0	0	Business Communication I	Christine Schaaf	
in person	BUMK	BUMK766	W 6:25pm 10:00pm	60	60	Digital Analytics	Michael Trusov	
in person	BUMK	BUMK773	MW 4:00pm 5:50pm	0	0	Pricing Analytics and Strategies	Bo Zhou	
online	BUMK	BUMK720	M 7:00pm 8:30pm	0	0	Marketing Strategy	Instructor: TBA	
online	BUMK	BUMK726	Tu 7:00pm 8:30pm	0	0	Statistical Programming for Customer Analytics	Lingling Zhang	
online	BUMK	BUMK742	W 7:00pm 8:30pm	0	0	Advanced Marketing Analytics	Instructor: TBA	
online	BUMK	BUMK762	Th 7:00pm 8:30pm	0	0	Business Communication I	Instructor: TBA	
blended	BUMK	BUMK724	MW 12:30pm 1:45pm	45	45	Customer Analysis	Rosellina Ferraro	
in person	BUSI	BUSI600	SaSu 8:30am 5:30pm	70	70	Fundamentals of Business Decision Making	Paulo Prochno	
in person	BUSI	BUSI600	SaSu 8:30am 5:30pm	90	90	Fundamentals of Business Decision Making	Paulo Prochno	
in person	BUSI	BUSI634	W 6:25pm 10:00pm	0	0	Operations Management	Zhi-Long Chen	
in person	BUSI	BUSI634	M 6:25pm 10:00pm	0	0	Operations Management	Anand Anandalingam	
in person	BUSI	BUSI634	Tu 6:25pm 10:00pm	0	0	Operations Management	Anand Anandalingam	
in person	BUSI	BUSI634	Th 6:25pm 10:00pm	50	50	Operations Management	Zhi-Long Chen	
in person	BUSI	BUSI650	Th 6:25pm 10:00pm	0	0	Marketing Management	Instructor: TBA	
in person	BUSI	BUSI650	M 6:25pm 10:00pm	0	0	Marketing Management	Instructor: TBA	
in person	BUSI	BUSI650	Tu 6:25pm 10:00pm	0	0	Marketing Management	Instructor: TBA	
in person	BUSI	BUSI650	W 6:25pm 10:00pm	0	0	Marketing Management	Instructor: TBA	
in person	BUSI	BUSI662	Th 6:25pm 10:00pm	0	0	Leadership and Teamwork	Gosia Langa Basit	
in person	BUSI	BUSI662	M 6:25pm 10:00pm	0	0	Leadership and Teamwork	Subrahmaniam Tangirala	
in person	BUSI	BUSI662	Tu 6:25pm 10:00pm	0	0	Leadership and Teamwork	Hannah Weiser	
in person	BUSI	BUSI662	W 6:25pm 10:00pm	50	50	Leadership and Teamwork	Subrahmaniam Tangirala	
in person	BUSI	BUSI681	Tu 6:25pm 10:00pm	0	0	Managerial Economics and Public Policy	Instructor: TBA	
in person	BUSI	BUSI681	W 6:25pm 10:00pm	0	0	Managerial Economics and Public Policy	Instructor: TBA	
in person	BUSI	BUSI681	Th 6:25pm 10:00pm	0	0	Managerial Economics and Public Policy	Instructor: TBA	
in person	BUSI	BUSI681	M 6:25pm 10:00pm	0	0	Managerial Economics and Public Policy	Instructor: TBA	
in person	BUSI	BUSI683	M 6:25pm 10:00pm	0	0	The Global Economic Environment	Cristian Dezso	
in person	BUSI	BUSI683	W 6:25pm 10:00pm	0	0	The Global Economic Environment	Cristian Dezso	
in person	BUSI	BUSI683	Th 6:25pm 10:00pm	0	0	The Global Economic Environment	Cristian Dezso	
in person	BUSI	BUSI683	Tu 6:25pm 10:00pm	0	0	The Global Economic Environment	Cristian Dezso	
in person	BUSI	BUSI690	M 6:25pm 10:00pm	0	0	Strategic Management	Paulo Prochno	
in person	BUSI	BUSI690	W 6:25pm 10:00pm	0	0	Strategic Management	Paulo Prochno	
in person	BUSI	BUSI690	Th 6:25pm 10:00pm	0	0	Strategic Management	Paulo Prochno	
in person	BUSI	BUSI690	Tu 6:25pm 10:00pm	0	0	Strategic Management	Evan Starr	
in person	BUSI	BUSI711	Tu 6:25pm 10:00pm	45	45	Industry Analysis	Serguey Braguinsky	
in person	BUSI	BUSI712	Tu 6:25pm 10:00pm	45	45	Entrepreneurship and New Ventures	Oliver Schlake	
in person	BUSI	BUSI713	W 6:25pm 10:00pm	45	45	Global Strategy	Anil Gupta	
in person	BUSI	BUSI713	M 6:25pm 10:00pm	45	45	Global Strategy	Anil Gupta	
in person	BUSI	BUSI718O	Th 6:25pm 10:00pm	31	31	Special Topics in Business; Networks and Influence	Brodie Riordan	
in person	BUSI	BUSI737	Th 6:25pm 10:00pm	50	50	Innovation & Product Development	Mary Beth Furst	
in person	BUSI	BUSI737	M 6:25pm 10:00pm	50	50	Innovation & Product Development	Mary Beth Furst	
online	BUSI	BUSI731	W 6:25pm 10:00pm	50	50	Managing Brands and Products	Rosellina Ferraro	
online	BUSI	BUSI735	Th 6:25pm 10:00pm	50	50	Advanced Marketing Analytics	Michel Wedel	
online	BUSI	BUSI740	M 6:25pm 10:00pm	50	50	Valuation in Corporate Finance	James Seward	
online	BUSI	BUSI740	Th 6:25pm 10:00pm	50	50	Valuation in Corporate Finance	James Seward	
online	BUSI	BUSI745	W 6:25pm 10:00pm	50	50	Fixed Income Analysis	Haluk Unal	
online	BUSI	BUSI751	W 6:25pm 10:00pm	50	50	Decision Analytics	Ilya Ryzhov	
online	BUSI	BUSI758O		150	150	Special Topics in Business; Managing Global Business Risks and Opportunities	Bennet Zelner	
online	BUSI	BUSI785	Tu 6:25pm 10:00pm	50	50	Project Management in Dynamic Environments	Paul Shapiro	
online	BUSI	BUSI787	SaSu 8:30am 5:30pm	70	70	Integrative Capstone	Cristian Dezso	
blended	BUSI	BUSI734	M 6:25pm 10:00pm	50	50	Digital Marketing	Pallassana Kannan	
blended	BUSI	BUSI736	M 6:25pm 10:00pm	50	50	Pricing Strategies for Sustainable Competitive Advantage	Bo Zhou	
blended	BUSI	BUSI758F	Tu 6:25pm 10:00pm	50	50	Special Topics in Business; Investment Fund Management	Kenneth Fuller	
blended	BUSI	BUSI758Q	W 6:25pm 10:00pm	50	50	Special Topics in Business; Business Consulting	Nicole Coomber	
in person	BUSM	BUSM600	Tu 11:00am 12:50pm	40	40	Leadership and Teamwork	Neta Moye	
in person	BUSM	BUSM600	Th 9:00am 10:50am	40	40	Leadership and Teamwork	Neta Moye	
in person	BUSM	BUSM606	TuTh 2:00pm 3:15pm	0	0	Data Driven Decision Making	Tunay Tunca	
in person	BUSM	BUSM606	TuTh 3:30pm 4:45pm	0	0	Data Driven Decision Making	Tunay Tunca	
in person	BUSM	BUSM610	TuTh 3:30pm 4:45pm	0	0	Financial Management	Richmond Mathews	
in person	BUSM	BUSM610	TuTh 2:00pm 3:15pm	0	0	Financial Management	Richmond Mathews	
in person	BUSM	BUSM612	MW 12:00pm 1:50pm	0	0	Marketing Management	Judy Frels	
in person	BUSM	BUSM612	MW 10:00am 11:50am	0	0	Marketing Management	Judy Frels	
in person	BUSM	BUSM621	TuTh 4:00pm 5:50pm	40	40	Strategic and Transformational IT	Il-Horn Hann	
in person	BUSM	BUSM621	TuTh 2:00pm 3:50pm	40	40	Strategic and Transformational IT	Il-Horn Hann	
in person	BUSM	BUSM706	TuTh 10:00am 11:50am	35	35	Innovation & Product Development	Yogesh Joshi	
in person	BUSM	BUSM715	MW 2:00pm 3:50pm	35	35	Digital Marketing	Pallassana Kannan	
in person	BUSM	BUSM798C	W 10:00am 11:50am	36	36	Business Consulting; Technology Entrepreneurship	Brent Goldfarb	
online	BUSM	BUSM602	MW 8:00am 9:50am	40	40	Introduction to Financial Accounting	Rebecca Hann	
online	BUSM	BUSM602	MW 10:00am 11:50am	40	40	Introduction to Financial Accounting	Rebecca Hann	
online	BUSM	BUSM604	MW 10:00am 11:50am	40	40	Managerial Economics and Public Policy	Rachelle Sampson	
online	BUSM	BUSM604	MW 12:00pm 1:50pm	40	40	Managerial Economics and Public Policy	Rachelle Sampson	
online	BUSM	BUSM616	TuTh 2:00pm 3:50pm	40	40	Managerial Accounting	Eugene Cantor	
online	BUSM	BUSM616	TuTh 4:00pm 5:50pm	40	40	Managerial Accounting	Eugene Cantor	
online	BUSM	BUSM710	MW 2:00pm 3:50pm	35	35	Advanced Marketing Analytics Models	Jie Zhang	
online	BUSM	BUSM741	MW 2:00pm 3:50pm	35	35	Financial Restructuring	James Seward	
online	BUSM	BUSM754	MW 12:00pm 1:50pm	40	40	Competitive and Collaborative Negotiation	Vijaya Venkataramani	
online	BUSM	BUSM758B	MW 2:00pm 3:50pm	35	35	Special Topics in Business; Financial Stability and Risk Management	Haluk Unal	
online	BUSM	BUSM758C		150	150	Special Topics in Business; Managing Global Business Risks and Opportunities	Bennet Zelner	
blended	BUSM	BUSM758N	MW 12:00pm 1:50pm	40	40	Special Topics in Business; Managing Change	Myeong-Gu Seo	
online	BUSO	BUSO600	M 7:00pm 8:30pm	25	25	Leadership and Teamwork	Trevor Foulk	
online	BUSO	BUSO600	M 8:45pm 10:15pm	25	25	Leadership and Teamwork	Trevor Foulk	
online	BUSO	BUSO600	M 7:00pm 8:30pm	25	25	Leadership and Teamwork	Gosia Langa Basit	
online	BUSO	BUSO600	M 8:45pm 10:15pm	25	25	Leadership and Teamwork	Gosia Langa Basit	
online	BUSO	BUSO600	Tu 7:00pm 8:30pm	25	25	Leadership and Teamwork	Nicole Coomber,Malav Parekh	
online	BUSO	BUSO600	Tu 8:45pm 10:15pm	25	25	Leadership and Teamwork	Malav Parekh,Nicole Coomber	
online	BUSO	BUSO600	Tu 7:00pm 8:30pm	25	25	Leadership and Teamwork	Trevor Foulk	
online	BUSO	BUSO600	Tu 8:45pm 10:15pm	25	25	Leadership and Teamwork	Trevor Foulk	
online	BUSO	BUSO601	M 7:00pm 8:30pm	25	25	Corporate Finance I	Ceyed Baiju	
online	BUSO	BUSO601	M 8:45pm 10:15pm	25	25	Corporate Finance I	Ceyed Baiju	
online	BUSO	BUSO601	Tu 7:00pm 8:30pm	25	25	Corporate Finance I	Elinda Kiss	
online	BUSO	BUSO601	Tu 8:45pm 10:15pm	25	25	Corporate Finance I	Elinda Kiss	
online	BUSO	BUSO601	Tu 7:00pm 8:30pm	25	25	Corporate Finance I	Ceyed Baiju	
online	BUSO	BUSO601	Tu 8:45pm 10:15pm	25	25	Corporate Finance I	Ceyed Baiju	
online	BUSO	BUSO601	Tu 7:00pm 8:30pm	25	25	Corporate Finance I	Joel Naroff	
online	BUSO	BUSO601	Tu 8:45pm 10:15pm	25	25	Corporate Finance I	Joel Naroff	
online	BUSO	BUSO602	W 7:00pm 8:30pm	25	25	Financial Accounting	Stephen Brown	
online	BUSO	BUSO602	W 8:45pm 10:15pm	25	25	Financial Accounting	Stephen Brown	
online	BUSO	BUSO602	W 7:00pm 8:30pm	25	25	Financial Accounting	Bill Ford	
online	BUSO	BUSO602	W 8:45pm 10:15pm	25	25	Financial Accounting	Bill Ford	
online	BUSO	BUSO602	Th 7:00pm 8:30pm	25	25	Financial Accounting	Progyan Basu	
online	BUSO	BUSO602	Th 8:45pm 10:15pm	25	25	Financial Accounting	Progyan Basu	
online	BUSO	BUSO602	Th 7:00pm 8:30pm	25	25	Financial Accounting	Jeffrey Milton	
online	BUSO	BUSO602	Th 8:45pm 10:15pm	25	25	Financial Accounting	Jeffrey Milton	
online	BUSO	BUSO614	M 7:00pm 8:30pm	25	25	Strategic Management	Melanie Cohen	
online	BUSO	BUSO614	M 8:45pm 10:15pm	25	25	Strategic Management	Melanie Cohen	
online	BUSO	BUSO614	Tu 7:00pm 8:30pm	25	25	Strategic Management	Paulo Prochno	
online	BUSO	BUSO614	Tu 8:45pm 10:15pm	25	25	Strategic Management	Paulo Prochno	
online	BUSO	BUSO614	Tu 7:00pm 8:30pm	25	25	Strategic Management	Clarence Wesley	
online	BUSO	BUSO614	Tu 8:45pm 10:15pm	25	25	Strategic Management	Clarence Wesley	
online	BUSO	BUSO700		100	100	Fundamentals of Business	Paulo Prochno	
